@relation hs2012

@attribute Latitude numeric
@attribute Longitude numeric
@attribute Value numeric

@data
37.760025,-122.488369,674000
37.749486,-122.413343,1350000
37.774867,-122.394176,915000
37.785615,-122.431051,585000
37.745109,-122.407959,1350000
37.785876,-122.477366,488333.333333
37.793904,-122.431749,1335000
37.771218,-122.387925,966010
37.725277,-122.395194,224727
37.779454,-122.396676,575300
37.758103,-122.431874,3225000
37.782646,-122.390388,1250000
37.803933,-122.412155,1100000
37.789525,-122.391175,1537500
37.735258,-122.419717,224727
37.77493,-122.419416,208000
37.803905,-122.443333,970000
37.78629,-122.401375,2000000
37.792769,-122.431258,1335000
37.783203,-122.420568,649900
37.771144,-122.389123,980930
37.718167,-122.402638,224727
37.738049,-122.411715,712000
37.725277,-122.395194,224727
37.759841,-122.390681,635000
37.760608,-122.398942,635000
37.78629,-122.401375,2000000
37.759999,-122.390774,635000
37.794845,-122.421821,664000
37.725433,-122.457892,995000
37.773603,-122.395668,915000
37.783203,-122.420568,649900
37.760305,-122.391409,635000
37.780064,-122.393173,1200000
37.778241,-122.393224,620000
37.787114,-122.42414,837000
37.771144,-122.389123,980930
37.750747,-122.401978,635000
37.782483,-122.420541,649900
37.777347,-122.444138,765000
37.791415,-122.441437,873000
37.783203,-122.420568,649900
37.799393,-122.420062,1100000
37.79002,-122.44177,873000
37.772835,-122.396429,915000
37.797573,-122.398275,2195000
37.761145,-122.417495,1295000
37.803332,-122.444694,970000
37.778241,-122.393224,620000
37.752167,-122.442184,517000
37.781691,-122.465735,1085000
37.772221,-122.510154,461000
37.790506,-122.396252,1683889.166667
37.778621,-122.485342,488333.333333
37.768294,-122.421876,775000
37.763857,-122.403233,635000
37.734324,-122.396292,380000
37.805426,-122.424814,1100000
37.760305,-122.391409,635000
37.782646,-122.390388,1250000
37.77349,-122.439182,625000
37.771144,-122.389123,980930
37.753411,-122.484268,787833.333333
37.771218,-122.387925,966010
37.733129,-122.41458,224727
37.77493,-122.419416,208000
37.771144,-122.389123,980930
37.759934,-122.390423,635000
37.7752,-122.429542,1250000
37.71412,-122.398497,224727
37.726489,-122.438513,874500
37.718053,-122.395611,224727
37.785786,-122.392112,1918750
37.793212,-122.423746,664000
37.783475,-122.398897,894000
37.754053,-122.496555,787833.333333
37.760012,-122.39043,635000
37.790214,-122.421362,664000
37.754807,-122.485858,787833.333333
37.797573,-122.398275,2195000
37.771628,-122.387444,761000
37.786889,-122.422165,837000
37.783979,-122.422709,837000
37.790506,-122.396252,1683889.166667
37.75898,-122.416711,1295000
